id,gender,age,school,educ,asvabc,height85,weight85,weight94,ethnic,faith,marital,sch_moth,sch_fath,siblings,library,pov78,exp,earnings,hours,lnexp,lnearn,lnage,expshare
3994,male,37,12,high school dip,55.44746,70,185,225,white,protestant,married,12,11,3,yes,no,13.88461,9.25,48,2.630781,2.2246234,3.6109178,37.525974
146,male,38,12,high school dip,61.99033,68,165,175,white,catholic,divorced,12,12,3,yes,no,13.88461,18.8,45,2.630781,2.9338567,3.637586,36.53845
1560,male,41,12,high school dip,46.99625,64,155,195,white,protestant,married,12,18,1,yes,no,13.88461,11.42,35,2.630781,2.4353662,3.713572,33.864902
1231,female,39,19,professional,55.44746,60,105,110,white,protestant,married,16,19,1,yes,no,13.88461,18.58,45,2.630781,2.9220858,3.6635616,35.601566
1097,male,44,14,associate degree,63.89867,69,185,220,white,catholic,married,16,16,4,yes,no,13.90385,17.48,55,2.6321657,2.8610573,3.7841897,31.599659
196,male,37,18,masters,63.62605,72,165,215,white,catholic,married,20,16,1,yes,no,13.90385,57.26,45,2.6321657,4.047602,3.6109178,37.577972
608,female,42,16,degree,60.62724,63,148,180,white,catholic,married,14,16,7,yes,no,13.90385,17.52,24,2.6321657,2.863343,3.7376697,33.104404
839,female,42,15,associate degree,33.36528,65,118,170,black,protestant,married,12,10,1,yes,no,13.90385,9.61,40,2.6321657,2.2628043,3.7376697,33.104404
3303,female,44,16,degree,64.98915,65,130,146,white,jewish,married,14,16,2,yes,no,13.90385,12.98,40,2.6321657,2.5634096,3.7841897,31.599659
4795,female,37,16,degree,58.99152,63,115,170,white,protestant,divorced,12,12,2,yes,no,13.92308,27.88,40,2.633548,3.3279095,3.6109178,37.629948
1477,male,43,16,degree,55.9927,70,190,215,white,protestant,divorced,12,12,4,yes,no,13.92308,25.48,40,2.633548,3.2378938,3.7612002,32.379257
3815,male,38,16,degree,62.80819,73,170,195,white,catholic,single,12,18,3,yes,no,13.92308,51.92,40,2.633548,3.949704,3.637586,36.639687
4687,male,39,13,high school dip,58.17366,70,174,200,white,protestant,married,12,16,1,yes,no,13.94231,26.04,40,2.6349282,3.2596338,3.6635616,35.749516
3664,male,44,18,degree,63.08081,68,160,215,hispanic,catholic,divorced,17,12,3,yes,no,13.94231,29.56,40,2.6349282,3.3864222,3.7841897,31.687069
4816,male,38,18,no quals,65.53439,68,160,175,white,catholic,married,8,8,6,yes,no,13.94231,64.1,60,2.6349282,4.1604443,3.637586,36.69029
5006,male,39,19,professional,64.98915,68,175,180,white,protestant,married,16,16,3,yes,no,13.96154,111.11,45,2.6363065,4.7105207,3.6635616,35.79882
3523,female,39,12,high school dip,50.81293,63,116,145,white,catholic,married,12,9,6,yes,no,13.96154,12,20,2.6363065,2.4849067,3.6635616,35.79882
1122,male,45,16,degree,65.53439,73,220,235,hispanic,catholic,married,12,17,2,yes,no,13.96154,27,55,2.6363065,3.295837,3.8066626,31.025644
3555,female,44,12,high school dip,48.35935,62,100,130,white,catholic,married,12,9,8,yes,no,13.96154,7,20,2.6363065,1.9459101,3.7841897,31.730774
5421,female,41,12,high school dip,58.99152,62,115,120,white,catholic,married,12,10,9,no,no,13.98077,5.49,35,2.637683,1.7029282,3.713572,34.099438
2332,male,42,15,associate degree,59.80938,72,190,245,white,protestant,single,16,13,3,yes,no,13.98077,11.67,40,2.637683,2.4570215,3.7376697,33.287548
724,female,41,15,associate degree,55.44746,67,141,127,white,protestant,divorced,17,19,1,yes,no,13.98077,13.5,40,2.637683,2.6026897,3.713572,34.099438
1565,male,38,18,degree,61.71771,74,195,215,white,protestant,married,13,14,2,yes,no,13.98077,48.07,40,2.637683,3.8726583,3.637586,36.7915
5277,female,39,13,high school drop-out,40.45338,63,145,160,white,protestant,single,11,7,6,no,yes,14,9.88,30,2.6390574,2.2905126,3.6635616,35.897434
917,male,43,12,high school dip,45.08792,75,190,230,white,catholic,single,10,13,3,yes,no,14,13.23,40,2.6390574,2.5824869,3.7612002,32.55814
12138,female,39,12,high school drop-out,45.08792,63,116,140,white,protestant,married,9,15,5,yes,no,14,6.16,60,2.6390574,1.8180767,3.6635616,35.897434
4474,female,40,10,high school drop-out,38.81767,65,115,165,white,protestant,divorced,12,8,4,no,no,14.01923,14,45,2.64043,2.6390574,3.6888795,35.048073
11935,female,39,12,high school dip,39.90815,66,205,150,black,protestant,married,8,8,3,yes,no,14.03846,15.86,40,2.6418006,2.7638001,3.6635616,35.99605
292,female,45,18,masters,64.98915,65,115,138,white,protestant,married,12,12,2,yes,no,14.03846,13.83,55,2.6418006,2.62684,3.8066626,31.196577
380,male,44,11,high school drop-out,35.001,73,175,250,black,protestant,married,12,10,4,no,no,14.03846,6.66,45,2.6418006,1.8961195,3.7841897,31.90559
5445,female,38,14,high school dip,46.45102,64,107,120,white,other,married,12,11,4,yes,no,14.03846,3,24,2.6418006,1.0986123,3.637586,36.943314
664,female,42,17,masters,52.44865,69,150,190,white,catholic,married,12,17,4,yes,no,14.03846,18.08,45,2.6418006,2.8948064,3.7376697,33.424904
3690,male,40,18,professional,64.17129,66,165,210,white,protestant,single,20,20,1,yes,yes,14.05769,52.88,40,2.6431696,3.9680252,3.6888795,35.144226
4348,male,38,14,high school drop-out,54.08437,71,140,170,white,none,married,13,12,1,yes,no,14.05769,22,40,2.6431696,3.0910425,3.637586,36.99392
387,male,39,12,high school dip,29.82122,74,150,190,black,none,single,10,7,4,yes,no,14.07692,10.5,38,2.6445365,2.3513753,3.6635616,36.094666
2091,male,39,9,high school drop-out,29.82122,73,135,145,white,none,married,11,5,10,yes,yes,14.07692,9,32,2.6445365,2.1972246,3.6635616,36.094666
4528,female,45,14,associate degree,61.17247,67,122,125,white,other,divorced,10,8,4,yes,no,14.07692,18,35,2.6445365,2.8903718,3.8066626,31.282043
4864,female,39,12,high school dip,45.90578,63,140,173,white,catholic,married,9,9,6,yes,no,14.07692,7,21,2.6445365,1.9459101,3.6635616,36.094666
1951,female,41,18,masters,49.72245,65,118,128,white,catholic,married,12,15,2,yes,no,14.07692,32.05,21,2.6445365,3.467297,3.713572,34.33395
4998,male,39,20,degree,58.99152,71,165,197,white,catholic,single,16,20,2,yes,no,14.07692,21.67,55,2.6445365,3.075929,3.6635616,36.094666
11792,female,41,12,high school dip,55.72008,65,115,200,white,protestant,married,8,8,4,yes,no,14.07692,8,40,2.6445365,2.0794415,3.713572,34.33395
11871,female,39,15,high school dip,60.62724,60,100,125,white,protestant,single,12,12,3,yes,no,14.09615,9.25,44,2.6459017,2.2246234,3.6635616,36.143974
121,female,37,17,degree,58.44628,65,156,180,white,catholic,single,17,15,2,yes,no,14.09615,17.92,40,2.6459017,2.8859174,3.6109178,38.097702
3771,female,38,16,degree,57.62842,67,165,185,white,none,married,12,8,3,yes,no,14.11539,13.42,37,2.6472657,2.5967462,3.637586,37.145763
125,male,45,13,high school dip,45.63316,71,173,130,white,catholic,single,12,14,7,yes,no,14.11539,10,18,2.6472657,2.3025851,3.8066626,31.367533
3205,female,37,16,degree,53.81174,70,140,142,white,other,single,16,12,3,yes,no,14.11539,20.51,45,2.6472657,3.0209126,3.6109178,38.149704
4306,female,45,18,masters,60.89985,64,120,122,white,protestant,married,17,19,1,yes,no,14.11539,13.95,60,2.6472657,2.6354795,3.8066626,31.367533
1999,female,38,19,professional,53.53913,64,130,140,white,catholic,divorced,16,14,1,yes,no,14.11539,22,36,2.6472657,3.0910425,3.637586,37.145763
1725,female,40,11,high school drop-out,36.90933,66,135,150,white,catholic,divorced,9,9,4,yes,no,14.11539,11.4,40,2.6472657,2.4336133,3.6888795,35.288475
3890,male,38,18,masters,60.89985,70,145,150,white,protestant,married,17,14,1,yes,no,14.11539,32.69,50,2.6472657,3.4870691,3.637586,37.145763
3643,female,38,16,degree,43.4522,68,150,175,white,protestant,married,16,12,2,yes,no,14.13461,17.3,40,2.6486263,2.8507063,3.637586,37.196342
4191,male,39,18,masters,60.35461,72,165,180,white,catholic,married,16,13,2,yes,no,14.13461,39.31,45,2.6486263,3.671479,3.6635616,36.24259
644,male,44,20,professional,60.89985,72,175,184,white,protestant,married,12,14,2,yes,no,14.15385,54.48,60,2.6499867,3.9978337,3.7841897,32.16784
4849,female,38,12,high school dip,48.35935,69,138,160,white,protestant,divorced,12,10,3,yes,no,14.15385,6.88,45,2.6499867,1.9286187,3.637586,37.24697
12089,male,37,20,masters,52.17603,71,165,220,white,protestant,married,13,14,3,yes,no,14.15385,16.32,43,2.6499867,2.7923913,3.6109178,38.253647
3766,male,43,15,high school dip,59.80938,67,155,160,white,protestant,married,12,20,3,yes,no,14.17308,39.66,48,2.6513445,3.6803432,3.7612002,32.96065
619,female,44,12,high school drop-out,52.44865,62,107,120,white,catholic,divorced,10,12,5,yes,no,14.17308,15.14,40,2.6513445,2.7173402,3.7841897,32.211548
4089,female,42,12,high school drop-out,51.08555,67,140,140,white,protestant,married,9,12,2,yes,no,14.17308,7,48,2.6513445,1.9459101,3.7376697,33.74543
4339,female,39,12,high school dip,53.26651,69,155,190,white,catholic,married,10,13,2,no,no,14.17308,3.87,24,2.6513445,1.3532544,3.6635616,36.341232
3171,male,39,18,masters,65.26176,69,135,180,white,jewish,married,16,20,2,yes,no,14.19231,113.12,51,2.6527002,4.7284493,3.6635616,36.39054
3391,male,43,17,degree,66.07963,75,195,250,black,catholic,married,16,18,4,yes,no,14.19231,27.04,43,2.6527002,3.2973173,3.7612002,33.00537
4506,female,39,14,no quals,40.99863,62,130,152,white,catholic,married,12,12,1,yes,yes,14.19231,14.26,40,2.6527002,2.6574585,3.6635616,36.39054
5203,male,39,13,high school dip,34.18314,67,155,185,hispanic,catholic,married,12,12,3,yes,no,14.19231,23.6,40,2.6527002,3.1612468,3.6635616,36.39054
2045,male,38,12,high school dip,44.54268,69,190,235,white,catholic,married,13,8,4,yes,yes,14.21154,16,40,2.6540544,2.7725887,3.637586,37.39879
4763,female,44,15,associate degree,47.81411,66,110,160,white,protestant,divorced,12,6,1,yes,no,14.21154,23.25,40,2.6540544,3.146305,3.7841897,32.298954
11898,female,42,16,degree,61.17247,62,107,135,white,protestant,married,12,14,1,yes,no,14.21154,20.97,55,2.6540544,3.0430927,3.7376697,33.837
874,male,38,18,masters,63.35343,68,150,180,white,catholic,married,16,17,4,yes,no,14.21154,23.07,60,2.6540544,3.138533,3.637586,37.39879
1992,male,38,13,high school dip,39.90815,68,155,185,white,protestant,married,12,3,4,yes,no,14.21154,18,40,2.6540544,2.8903718,3.637586,37.39879
2271,female,40,12,high school dip,40.99863,62,104,144,black,protestant,married,12,12,3,no,no,14.23077,8.13,40,2.6554065,2.095561,3.6888795,35.576927
1359,female,44,18,masters,55.44746,61,119,175,white,protestant,divorced,14,16,2,yes,no,14.23077,14.32,51,2.6554065,2.661657,3.7841897,32.34266
11945,male,37,13,associate degree,35.27361,66,140,185,hispanic,catholic,married,3,3,8,no,yes,14.23077,15,50,2.6554065,2.7080503,3.6109178,38.46154
3521,male,39,13,associate degree,47.5415,76,210,257,white,catholic,divorced,12,12,6,no,no,14.23077,13.25,50,2.6554065,2.5839975,3.6635616,36.489155
5410,male,39,16,degree,54.6296,72,155,190,white,protestant,married,16,8,0,yes,no,14.23077,23.07,40,2.6554065,3.138533,3.6635616,36.489155
1836,male,39,14,high school dip,48.63197,69,130,140,hispanic,catholic,divorced,2,0,6,yes,yes,14.25,15,48,2.6567569,2.7080503,3.6635616,36.53846
655,female,42,16,degree,48.35935,63,128,140,white,catholic,married,12,14,6,yes,no,14.25,23.07,30,2.6567569,3.138533,3.7376697,33.92857
3889,female,41,16,degree,58.17366,60,120,175,white,protestant,married,14,16,1,yes,no,14.25,11.63,10,2.6567569,2.453588,3.713572,34.756096
12044,male,40,18,masters,47.5415,68,210,225,white,protestant,married,12,12,1,yes,no,14.25,11.11,45,2.6567569,2.4078455,3.6888795,35.625
3910,male,38,16,degree,53.26651,73,165,185,white,other,married,16,16,1,yes,no,14.26923,17.44,40,2.6581054,2.8587666,3.637586,37.550606
3659,female,40,12,high school drop-out,43.99744,59,120,125,white,protestant,divorced,8,5,9,yes,yes,14.28846,13,40,2.6594522,2.5649493,3.6888795,35.72115
229,female,39,11,high school drop-out,49.72245,67,160,145,white,catholic,divorced,8,9,1,yes,no,14.30769,12.5,50,2.660797,2.5257287,3.6635616,36.686382
3775,female,41,16,degree,58.17366,63,112,145,white,none,married,12,8,2,yes,no,14.30769,23,44,2.660797,3.1354942,3.713572,34.896805
777,male,39,16,degree,57.62842,74,180,160,white,protestant,divorced,12,13,2,yes,no,14.30769,31.53,50,2.660797,3.4509394,3.6635616,36.686382
3141,male,40,16,degree,64.71653,74,200,225,white,protestant,single,12,14,2,yes,no,14.30769,33.65,40,2.660797,3.5160131,3.6888795,35.769226
5318,male,39,14,no quals,59.53675,73,160,170,white,protestant,divorced,12,12,4,yes,no,14.30769,8.54,45,2.660797,2.144761,3.6635616,36.686382
2143,male,40,12,high school dip,49.44983,68,140,168,white,protestant,married,11,12,1,no,no,14.30769,12.5,40,2.660797,2.5257287,3.6888795,35.769226
1286,female,41,16,degree,36.36409,64,140,180,black,protestant,divorced,12,12,2,yes,no,14.32692,12.92,40,2.6621404,2.5587766,3.713572,34.943707
4829,male,39,16,degree,61.99033,71,170,175,white,catholic,married,13,18,4,yes,no,14.32692,30.76,60,2.6621404,3.4262152,3.6635616,36.73569
2013,female,42,12,high school dip,63.62605,63,135,165,white,catholic,married,12,12,2,yes,no,14.32692,6.15,25,2.6621404,1.8164521,3.7376697,34.111713
3379,male,39,18,masters,60.082,64,140,150,white,other,married,12,12,2,no,no,14.32692,48.07,40,2.6621404,3.8726583,3.6635616,36.73569
2511,female,41,12,associate degree,61.71771,64,115,125,white,protestant,married,12,12,2,yes,no,14.32692,7.4,25,2.6621404,2.00148,3.713572,34.943707
368,female,44,17,degree,57.3558,63,209,250,black,protestant,single,16,12,0,yes,no,14.34615,14.93,40,2.6634817,2.7033727,3.7841897,32.60489
1589,female,40,16,degree,52.72127,63,142,162,white,protestant,single,12,12,3,no,no,14.34615,17,45,2.6634817,2.8332133,3.6888795,35.865376
5504,male,39,16,degree,57.3558,73,165,195,white,protestant,married,12,10,2,no,yes,14.34615,41.82,40,2.6634817,3.7333746,3.6635616,36.785
1558,female,39,14,associate degree,56.53794,66,135,185,white,protestant,married,12,14,3,yes,no,14.34615,15.86,40,2.6634817,2.7638001,3.6635616,36.785
5657,female,38,16,degree,55.9927,67,112,135,white,protestant,divorced,12,17,2,yes,no,14.36539,34.61,45,2.6648219,3.5441427,3.637586,37.803658
1159,female,40,15,degree,47.81411,63,140,128,black,protestant,single,11,4,4,no,no,14.36539,15.6,40,2.6648219,2.7472708,3.6888795,35.913475
5591,female,38,16,degree,55.17484,65,115,153,white,protestant,married,11,5,2,no,no,14.36539,21.7,50,2.6648219,3.0773122,3.637586,37.803658
2517,male,39,12,high school dip,60.62724,72,195,240,white,protestant,married,12,12,3,yes,no,14.36539,18.01,40,2.6648219,2.890927,3.6635616,36.83433
4430,male,39,15,associate degree,60.62724,76,225,260,white,jewish,married,9,11,4,yes,no,14.36539,22.11,40,2.6648219,3.09603,3.6635616,36.83433
3902,male,38,16,degree,64.98915,77,190,210,white,protestant,married,12,12,1,yes,no,14.38461,36.05,40,2.666159,3.5849068,3.637586,37.854237
2317,female,41,13,high school drop-out,51.90341,62,110,130,white,catholic,married,14,12,7,yes,no,14.38461,8.9,54,2.666159,2.1860511,3.713572,35.084415
3213,male,39,12,high school dip,52.17603,69,168,210,white,protestant,married,12,12,6,yes,no,14.38461,18.71,40,2.666159,2.929058,3.6635616,36.883617
4579,male,40,13,high school dip,61.99033,74,215,250,white,catholic,single,12,12,3,yes,no,14.38461,21.8,40,2.666159,3.08191,3.6888795,35.961525
11815,female,41,13,high school dip,42.0891,65,208,210,white,catholic,married,12,11,2,yes,no,14.38461,8,36,2.666159,2.0794415,3.713572,35.084415
4645,female,44,16,no quals,56.26532,65,145,140,hispanic,catholic,married,12,10,2,yes,no,14.40385,18.33,30,2.6674955,2.908539,3.7841897,32.736023
1244,female,38,9,high school drop-out,34.72837,67,179,240,white,other,divorced,9,6,8,yes,yes,14.40385,4.35,40,2.6674955,1.4701759,3.637586,37.90487
3588,male,40,18,degree,47.26888,71,160,185,white,other,married,12,16,2,yes,no,14.42308,27.24,40,2.6688297,3.3046865,3.6888795,36.0577
4028,female,38,12,high school drop-out,38.27243,60,100,110,white,protestant,divorced,12,11,2,yes,no,14.42308,16.34,40,2.6688297,2.793616,3.637586,37.955475
2542,female,40,13,high school dip,54.35698,70,117,140,white,protestant,married,12,9,2,yes,no,14.42308,9.3,35,2.6688297,2.2300143,3.6888795,36.0577
2381,male,41,12,high school dip,49.17721,71,130,160,white,other,divorced,12,10,1,yes,no,14.42308,9,40,2.6688297,2.1972246,3.713572,35.178246
5374,female,38,16,degree,55.17484,66,125,160,white,protestant,married,15,16,3,yes,no,14.44231,13.03,50,2.6701622,2.5672543,3.637586,38.00608
1505,male,43,15,high school dip,61.44509,69,150,195,white,other,married,18,14,1,yes,no,14.44231,13.9,60,2.6701622,2.6318889,3.7612002,33.58677
3861,male,39,16,degree,62.80819,64,140,155,white,protestant,married,12,13,2,yes,no,14.46154,16.15,50,2.6714928,2.78192,3.6635616,37.08087
4841,female,39,15,associate degree,55.44746,66,160,160,white,protestant,married,12,13,2,no,no,14.46154,39.72,48,2.6714928,3.681855,3.6635616,37.08087
5484,male,41,12,high school dip,45.63316,68,200,200,black,protestant,single,12,11,5,yes,yes,14.46154,10,40,2.6714928,2.3025851,3.713572,35.27205
4923,male,39,10,high school drop-out,37.45457,69,173,215,white,other,married,9,10,7,no,no,14.46154,16.27,40,2.6714928,2.7893229,3.6635616,37.08087
1144,male,40,16,degree,59.80938,73,170,178,white,jewish,single,16,20,4,yes,no,14.5,38.46,50,2.6741486,3.6496186,3.6888795,36.25
4181,male,39,11,high school dip,45.63316,72,197,210,black,protestant,single,12,12,7,no,yes,14.51923,9,40,2.675474,2.1972246,3.6635616,37.228794
1662,female,39,12,high school dip,52.99389,66,140,150,white,catholic,divorced,12,12,7,yes,no,14.53846,6.25,28,2.6767976,1.8325815,3.6635616,37.278103
1342,male,42,9,high school drop-out,30.36646,73,155,180,white,protestant,divorced,9,3,4,no,no,14.53846,6,40,2.6767976,1.7917595,3.7376697,34.61538
793,male,44,16,high school dip,57.62842,73,175,200,white,catholic,single,12,17,4,yes,no,14.55769,2.5,32,2.6781194,0.91629076,3.7841897,33.08566
2949,female,43,16,degree,52.17603,68,140,160,white,catholic,married,15,18,5,yes,no,14.57692,9,18,2.6794395,2.1972246,3.7612002,33.899815
5381,female,38,16,degree,63.89867,67,140,165,white,protestant,single,12,12,2,yes,yes,14.57692,19.23,40,2.6794395,2.9564714,3.637586,38.360313
5395,male,38,17,degree,53.53913,76,180,185,white,protestant,married,12,12,2,yes,no,14.59615,10,45,2.6807578,2.3025851,3.637586,38.410923
11791,male,38,16,degree,52.44865,69,140,190,white,protestant,married,12,8,2,yes,no,14.59615,57.69,50,2.6807578,4.0550838,3.637586,38.410923
1130,female,42,12,high school dip,51.63079,62,135,149,hispanic,catholic,married,8,9,3,yes,no,14.59615,18.99,40,2.6807578,2.9439125,3.7376697,34.75274
3837,female,39,12,high school dip,49.72245,61,87,140,white,catholic,married,12,12,3,yes,no,14.61539,14.75,40,2.682075,2.6912432,3.6635616,37.475357
3667,female,40,14,high school dip,58.99152,67,220,350,white,other,single,13,16,1,yes,no,14.61539,9.89,20,2.682075,2.2915242,3.6888795,36.538475
883,female,37,15,high school dip,54.6296,64,130,170,white,protestant,single,16,16,6,yes,no,14.63461,25,40,2.6833892,3.218876,3.6109178,39.553
1423,female,44,12,high school dip,54.08437,64,165,220,white,none,married,10,10,3,yes,no,14.63461,17.68,40,2.6833892,2.8724341,3.7841897,33.26048
3612,male,39,12,high school dip,45.63316,71,160,210,white,protestant,divorced,12,12,4,yes,no,14.65385,13.25,40,2.684703,2.5839975,3.6635616,37.573975
2633,male,39,16,degree,65.53439,72,178,215,white,protestant,married,12,13,2,yes,no,14.65385,29.24,48,2.684703,3.3755376,3.6635616,37.573975
3582,male,40,18,masters,58.99152,70,140,185,white,catholic,married,12,14,1,yes,no,14.67308,28.84,60,2.6860147,3.3617632,3.6888795,36.6827
5372,female,43,16,degree,63.89867,69,130,140,white,protestant,married,16,16,3,yes,no,14.67308,7.69,25,2.6860147,2.0399208,3.7612002,34.123444
2521,female,39,12,high school dip,37.18195,62,120,160,white,catholic,married,12,12,4,yes,no,14.69231,10.21,32,2.6873243,2.3233676,3.6635616,37.672592
1978,male,38,14,associate degree,40.18077,70,160,160,white,protestant,single,12,12,2,yes,no,14.69231,15,40,2.6873243,2.7080503,3.637586,38.663975
2671,male,41,12,high school drop-out,39.36291,66,180,225,hispanic,catholic,married,9,6,7,yes,no,14.69231,10.75,45,2.6873243,2.3749058,3.713572,35.834904
4734,female,40,12,high school dip,44.8153,68,138,170,white,protestant,married,11,8,5,no,no,14.69231,11.4,40,2.6873243,2.4336133,3.6888795,36.730774
4714,female,39,12,high school dip,52.72127,66,150,150,white,other,married,10,12,1,yes,no,14.71154,17.96,40,2.6886322,2.888147,3.6635616,37.721897
4206,female,39,12,high school dip,35.81885,63,160,200,black,catholic,married,12,13,4,yes,no,14.71154,7.85,40,2.6886322,2.0605135,3.6635616,37.721897
1668,male,41,20,masters,51.63079,71,218,265,hispanic,catholic,single,12,16,2,yes,no,14.71154,36.63,42,2.6886322,3.6008675,3.713572,35.881805
4016,female,44,13,high school dip,33.91051,67,130,180,black,protestant,single,11,9,5,yes,yes,14.71154,8.75,40,2.6886322,2.1690538,3.7841897,33.435318
147,female,41,14,high school dip,43.17958,61,122,125,white,other,married,10,12,0,yes,no,14.71154,3.84,25,2.6886322,1.3454723,3.713572,35.881805
2820,male,39,12,high school dip,43.4522,68,170,185,white,protestant,divorced,12,12,3,no,no,14.71154,18.5,58,2.6886322,2.9177706,3.6635616,37.721897
137,female,40,16,degree,61.99033,66,120,138,white,catholic,married,13,16,4,yes,no,14.73077,40.72,51,2.6899385,3.7067194,3.6888795,36.826927
3610,female,44,13,high school dip,44.27006,68,113,115,white,protestant,divorced,12,12,4,yes,no,14.73077,9.65,40,2.6899385,2.2669578,3.7841897,33.479023
5280,female,39,12,high school dip,39.90815,67,135,165,white,other,married,7,8,5,yes,yes,14.73077,12.25,45,2.6899385,2.5055258,3.6635616,37.771206
2123,female,40,18,degree,52.72127,66,140,175,white,protestant,married,12,16,3,yes,no,14.73077,10.64,50,2.6899385,2.3646204,3.6888795,36.826927
5488,female,44,11,high school drop-out,37.72719,60,117,138,white,other,divorced,6,13,3,yes,no,14.73077,5.4,35,2.6899385,1.686399,3.7841897,33.479023
3993,female,44,12,high school dip,49.44983,66,158,200,white,protestant,married,12,12,5,yes,no,14.75,8,40,2.6912432,2.0794415,3.7841897,33.522728
4131,female,37,13,high school dip,55.72008,66,142,175,black,protestant,single,15,12,0,yes,no,14.76923,20.34,40,2.692546,3.0125895,3.6109178,39.916836
2736,female,38,14,associate degree,54.35698,67,114,125,white,protestant,divorced,11,10,1,yes,no,14.78846,12,41,2.6938472,2.4849067,3.637586,38.917
455,female,43,20,professional,63.89867,65,118,123,white,catholic,married,12,12,2,yes,no,14.78846,27.77,18,2.6938472,3.3239563,3.7612002,34.391766
4068,male,39,8,high school drop-out,36.09147,69,160,175,white,protestant,divorced,10,12,7,yes,yes,14.78846,12,45,2.6938472,2.4849067,3.6635616,37.91913
1136,female,39,19,professional,64.98915,59,100,115,hispanic,catholic,married,8,12,3,yes,no,14.80769,63.46,50,2.6951466,4.1504097,3.6635616,37.968433
558,female,39,17,degree,58.17366,65,120,125,white,catholic,married,12,15,3,yes,no,14.80769,12.3,50,2.6951466,2.5095992,3.6635616,37.968433
374,female,41,12,high school dip,39.36291,63,130,135,white,catholic,married,4,4,2,yes,no,14.80769,16,40,2.6951466,2.7725887,3.713572,36.116318
2360,female,41,17,high school dip,47.81411,67,125,140,black,protestant,divorced,12,10,9,yes,yes,14.80769,10.75,38,2.6951466,2.3749058,3.713572,36.116318
4542,male,39,13,high school dip,30.36646,64,120,130,hispanic,catholic,divorced,7,11,3,no,yes,14.80769,9.88,40,2.6951466,2.2905126,3.6635616,37.968433
5645,female,39,14,associate degree,47.26888,65,125,168,black,protestant,married,16,12,2,yes,no,14.82692,22,36,2.6964445,3.0910425,3.6635616,38.017742
3460,male,37,12,high school dip,41.81648,71,140,172,white,catholic,married,12,12,2,yes,no,14.82692,13,40,2.6964445,2.5649493,3.6109178,40.072754
3520,male,41,18,masters,44.54268,76,195,209,white,catholic,married,12,12,6,no,no,14.82692,18,36,2.6964445,2.8903718,3.713572,36.16322
3151,female,40,12,high school dip,44.54268,64,145,150,white,catholic,divorced,8,12,3,yes,no,14.84615,15,20,2.6977406,2.7080503,3.6888795,37.115376
1263,female,41,12,high school dip,55.17484,64,160,245,white,protestant,married,12,12,0,yes,no,14.84615,9,55,2.6977406,2.1972246,3.713572,36.21012
1935,female,44,16,degree,64.17129,67,150,150,white,other,married,12,12,4,yes,no,14.84615,9.5,37,2.6977406,2.2512918,3.7841897,33.74125
935,female,44,12,high school dip,49.44983,64,143,180,white,catholic,married,12,12,6,yes,no,14.86539,9.46,25,2.6990356,2.2470725,3.7841897,33.784977
1863,female,43,12,high school dip,57.62842,68,155,220,white,catholic,married,12,12,6,yes,no,14.86539,7.75,12,2.6990356,2.0476928,3.7612002,34.570675
2079,female,43,12,high school dip,48.63197,64,115,120,white,protestant,married,12,12,1,yes,no,14.88461,11.9,33,2.7003279,2.4765384,3.7612002,34.61537
3792,male,43,17,degree,64.98915,70,155,195,white,catholic,married,15,14,3,yes,no,14.88461,28.84,50,2.7003279,3.3617632,3.7612002,34.61537
663,male,40,16,degree,54.35698,71,175,190,white,catholic,single,12,16,1,yes,no,14.88461,69.76,40,2.7003279,4.245061,3.6888795,37.211525
4092,female,41,18,masters,56.26532,67,146,161,white,protestant,married,12,12,3,no,no,14.90385,17.3,40,2.7016196,2.8507063,3.713572,36.350853
12113,female,43,18,masters,57.90104,64,105,108,white,other,married,12,12,4,yes,no,14.90385,4.44,45,2.7016196,1.4906543,3.7612002,34.660114
3309,female,41,17,degree,61.44509,67,135,214,black,protestant,single,12,15,3,yes,no,14.90385,24.03,40,2.7016196,3.1793032,3.713572,36.350853
258,female,44,14,associate degree,64.44391,66,200,177,white,catholic,divorced,14,12,3,yes,no,14.90385,10.25,43,2.7016196,2.3272777,3.7841897,33.872387
2233,male,37,16,degree,46.99625,77,205,260,white,protestant,married,13,16,1,no,no,14.92308,25.48,40,2.702909,3.2378938,3.6109178,40.33265
1427,female,38,14,high school dip,58.44628,65,115,133,white,catholic,single,16,20,2,yes,no,14.92308,38.26,40,2.702909,3.644405,3.637586,39.271263
12029,female,44,12,high school dip,56.81056,64,108,134,white,catholic,married,12,13,5,yes,no,14.92308,8.36,40,2.702909,2.1234584,3.7841897,33.916092
2765,male,39,14,high school dip,46.99625,72,185,185,white,protestant,married,12,12,2,no,no,14.92308,26.12,40,2.702909,3.2627013,3.6635616,38.26431
562,male,40,20,masters,55.17484,69,163,168,white,protestant,married,12,13,1,yes,no,14.92308,17.34,54,2.702909,2.853016,3.6888795,37.3077
3287,female,39,13,high school dip,46.1784,71,200,200,white,catholic,married,10,10,5,no,no,14.94231,22,30,2.7041967,3.0910425,3.6635616,38.313618
5614,female,37,12,high school dip,37.45457,60,125,175,black,protestant,married,12,12,7,no,yes,14.94231,9.75,40,2.7041967,2.2772672,3.6109178,40.38462
3921,female,38,14,associate degree,55.9927,71,170,230,white,catholic,married,14,14,6,yes,no,14.94231,36,50,2.7041967,3.583519,3.637586,39.32187
